purchase_orders.countDocuments ---|| {"transfer_name":"qweqweqwe"} ||--- Fri May 29 2020 17:21:09 GMT+0800 (China Standard Time)
products.insertOne ---|| {"product_type":["5ed1b0ff5011b245c4a3b128"],"active":true,"_id":"5ed1b1255011b245c4a3b129","product_name":"Dog Biscuit","product_description":"For Dogs","product_tags":[{"_id":"5ed1b1255011b245c4a3b12a","tag_label":"Biscuit","updated_at":"2020-05-30T01:04:37.482Z","created_at":"2020-05-30T01:04:37.482Z"},{"_id":"5ed1b1255011b245c4a3b12b","tag_label":"food","updated_at":"2020-05-30T01:04:37.482Z","created_at":"2020-05-30T01:04:37.482Z"},{"_id":"5ed1b1255011b245c4a3b12c","tag_label":"others","updated_at":"2020-05-30T01:04:37.482Z","created_at":"2020-05-30T01:04:37.482Z"}],"variants":[{"supplier":["5ecb621bf4f84040447646b1"],"discounted":false,"reorder_point":10,"reorder_amount":0,"active":true,"_id":"5ed1b1255011b245c4a3b12d","option_title":"Dog Biscuit","supplier_price":"100","markup":"1","price_with_tax":"113.00","price_without_tax":"101","sku":"","price":"113.00","images":"","discounter_price":"100","barcode":"","quantity":"5","brand":"CCDWWW","color":"","size":"","updated_at":"2020-05-30T01:04:37.482Z","created_at":"2020-05-30T01:04:37.482Z"}],"updated_at":"2020-05-30T01:04:37.482Z","created_at":"2020-05-30T01:04:37.482Z","__v":0} ||--- Sat May 30 2020 09:04:37 GMT+0800 (China Standard Time)
products.insertOne ---|| {"product_type":["5ecb6aa91b656d2410aab847"],"active":true,"_id":"5ed1b4375011b245c4a3b12e","product_name":"CDS","product_description":"qwe","product_tags":[{"_id":"5ed1b4375011b245c4a3b12f","tag_label":"S","updated_at":"2020-05-30T01:17:43.146Z","created_at":"2020-05-30T01:17:43.146Z"},{"_id":"5ed1b4375011b245c4a3b130","tag_label":"beverages","updated_at":"2020-05-30T01:17:43.146Z","created_at":"2020-05-30T01:17:43.146Z"}],"variants":[{"supplier":["5ecb621bf4f84040447646b1"],"discounted":false,"reorder_point":10,"reorder_amount":50,"active":true,"_id":"5ed1b4375011b245c4a3b131","option_title":"CDS","supplier_price":"100","markup":"10","price_with_tax":"122.00","price_without_tax":"110","sku":"3123","price":"122.00","images":"","discounter_price":"100","barcode":"","quantity":"9","brand":"CCC","color":"","size":"","updated_at":"2020-05-30T01:17:43.146Z","created_at":"2020-05-30T01:17:43.146Z"}],"updated_at":"2020-05-30T01:17:43.146Z","created_at":"2020-05-30T01:17:43.146Z","__v":0} ||--- Sat May 30 2020 09:17:43 GMT+0800 (China Standard Time)
orders.findOne ---|| {"customer":"5eb21940dc16083cec8b6af1","active":false} ||--- Sat May 30 2020 10:29:47 GMT+0800 (China Standard Time)
orders.findOne ---|| {"customer":"5eb21940dc16083cec8b6af1","active":false} ||--- Sat May 30 2020 12:53:50 GMT+0800 (China Standard Time)
orders.findOne ---|| {"customer":"5eb21940dc16083cec8b6af1","active":false} ||--- Sat May 30 2020 14:33:05 GMT+0800 (China Standard Time)
orders.findOne ---|| {"customer":"5eb21940dc16083cec8b6af1","active":false} ||--- Sat May 30 2020 15:38:07 GMT+0800 (China Standard Time)
orders.findOne ---|| {"customer":"5eb21940dc16083cec8b6af1","active":false} ||--- Sat May 30 2020 15:38:19 GMT+0800 (China Standard Time)
orders.findOne ---|| {"customer":"5eb21940dc16083cec8b6af1","active":false} ||--- Mon Jun 01 2020 07:54:21 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:35:37 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:35:40 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:36:16 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:36:43 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:38:07 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:39:05 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:39:57 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:40:25 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:41:07 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:41:11 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:43:38 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:44:08 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:44:21 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:44:34 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:51:35 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:52:00 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:52:38 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:52:46 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:55:12 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:55:54 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:56:11 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:56:19 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:57:35 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:58:53 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 09:59:46 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 10:00:42 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 10:00:55 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 10:01:41 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 10:02:18 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 10:02:50 GMT+0800 (China Standard Time)
settings.findOne ---|| {} ||--- Mon Jun 01 2020 10:11:13 GMT+0800 (China Standard Time)
